method;uri;name;controller;action;middleware;domaine;type;statut
PUT|PATCH;/settings/backups/{backup}/files/{file};backups.files.update;BackupFileController;update;"web Authenticate";D16;crud;à-porter
DELETE;/settings/backups/{backup}/files/{file};backups.files.destroy;BackupFileController;destroy;"web Authenticate";D16;crud;à-porter
GET;/settings/backups/{backup}/files/{file}/edit;backups.files.edit;BackupFileController;edit;"web Authenticate";D16;vue;abandonné
GET;/settings/backups/{backup}/plannings;backups.plannings.index;BackupPlanningController;index;"web Authenticate";D16;crud;à-porter
POST;/settings/backups/{backup}/plannings;backups.plannings.store;BackupPlanningController;store;"web Authenticate";D16;crud;à-porter
GET;/settings/backups/{backup}/plannings/create;backups.plannings.create;BackupPlanningController;create;"web Authenticate";D16;vue;abandonné
GET;/settings/backups/{backup}/plannings/{planning};backups.plannings.show;BackupPlanningController;show;"web Authenticate";D16;crud;à-porter
PUT|PATCH;/settings/backups/{backup}/plannings/{planning};backups.plannings.update;BackupPlanningController;update;"web Authenticate";D16;crud;à-porter
DELETE;/settings/backups/{backup}/plannings/{planning};backups.plannings.destroy;BackupPlanningController;destroy;"web Authenticate";D16;crud;à-porter
GET;/settings/backups/{backup}/plannings/{planning}/edit;backups.plannings.edit;BackupPlanningController;edit;"web Authenticate";D16;vue;abandonné
GET;/tools/barcode;barcode.create;BarcodeController;create;"web Authenticate";D16;vue;abandonné
GET;/tools/barcodes;barcode.index;BarcodeController;index;"web Authenticate";D16;crud;à-porter
POST;/tools/barcodes/generate;barcode.generate;BarcodeController;generate;"web Authenticate";D16;action;à-porter
POST;/tools/barcodes/preview;barcode.preview;BarcodeController;preview;"web Authenticate";D16;action;à-porter
GET;/settings/logs;logs.index;LogController;index;"web Authenticate";D16;crud;à-porter
GET;/settings/logs/{log};logs.show;LogController;show;"web Authenticate";D16;crud;à-porter
GET;/new-feature;;NewFeatureController;index;web;D16;crud;à-porter
GET;/pdf/thumbnail/{id};pdf.thumbnail;PDFController;thumbnail;web;D16;export;à-porter
GET;/communications/phantom/{communication}/generate;communications.phantom.generate;PhantomController;generatePhantom;"web Authenticate";D16;action;à-porter
GET;/communications/phantom/{communication}/preview;communications.phantom.preview;PhantomController;previewPhantom;"web Authenticate";D16;action;à-porter
POST;/admin/rate-limit/clear;admin.rate-limit.clear;RateLimitController;clearLimits;"web Authenticate";D16;action;à-porter
GET;/admin/rate-limit/dashboard;admin.rate-limit.dashboard;RateLimitController;dashboard;"web Authenticate";D16;action;à-porter
GET;/admin/rate-limit/user-stats;admin.rate-limit.user-stats;RateLimitController;userStats;"web Authenticate";D16;action;à-porter
GET;/reports;report.dashboard;ReportController;dashboard;"web Authenticate";D16;action;à-porter
GET;/reports/communications;report.statistics.communications;ReportController;statisticsCommunications;"web Authenticate";D16;action;à-porter
GET;/reports/deposits;report.statistics.deposits;ReportController;statisticsDeposits;"web Authenticate";D16;action;à-porter
GET;/reports/dollies;report.statistics.dollies;ReportController;statisticsDollies;"web Authenticate";D16;action;à-porter
GET;/reports/mails;report.statistics.mails;ReportController;statisticsMails;"web Authenticate";D16;action;à-porter
GET;/reports/repositories;report.statistics.repositories;ReportController;statisticsRepositories;"web Authenticate";D16;action;à-porter
GET;/reports/tools;report.statistics.tools;ReportController;statisticsTools;"web Authenticate";D16;action;à-porter
GET;/reports/transferrings;report.statistics.transferrings;ReportController;statisticsTransferrings;"web Authenticate";D16;action;à-porter
GET;/repositories/records/{record}/export/seda;records.export.seda;SEDAExportController;exportRecord;"web Authenticate";D16;export;à-porter
GET;/transferrings/slips/{slip}/export/seda;slips.export.seda;SEDAExportController;exportSlip;"web Authenticate";D16;export;à-porter
GET;/settings/api/system/updates/changelog/{version};api.system.updates.changelog;SystemUpdateController;getChangelog;"web Authenticate";D16;action;à-porter
GET;/settings/api/system/updates/progress;api.system.updates.progress;SystemUpdateController;getUpdateProgress;"web Authenticate";D16;action;à-porter
GET;/settings/api/system/updates/versions;api.system.updates.versions;SystemUpdateController;getVersions;"web Authenticate";D16;action;à-porter
GET;/settings/system/updates;system.updates.index;SystemUpdateController;index;"web Authenticate";D16;crud;à-porter
POST;/settings/system/updates/check;system.updates.check;SystemUpdateController;checkVersions;"web Authenticate";D16;action;à-porter
GET;/settings/system/updates/history;system.updates.history;SystemUpdateController;history;"web Authenticate";D16;action;à-porter
POST;/settings/system/updates/rollback;system.updates.rollback;SystemUpdateController;rollback;"web Authenticate";D16;action;à-porter
POST;/settings/system/updates/update/{version};system.updates.update;SystemUpdateController;updateToVersion;"web Authenticate";D16;action;à-porter
GET;/api/containers;api.containers;Closure;;"web Authenticate";—;framework;hors-périmètre
GET;/api/organisations;;Closure;;"web Authenticate";—;framework;hors-périmètre
GET;/api/organisations/{organisation}/users;;Closure;;"web Authenticate";—;framework;hors-périmètre
GET;/mails/organisations/list;;Closure;;"web Authenticate";—;framework;hors-périmètre
GET;/mails/organisations/{organisation}/users;;Closure;;"web Authenticate";—;framework;hors-périmètre
GET;/opac;opac.index;Closure;;"web HandleOpacErrors";—;framework;hors-périmètre
GET;/public/test-editors;public.test-editors;Closure;;"web Authenticate";—;framework;hors-périmètre
GET;/repositories/attachments/{attachment}/download;attachments.download;Closure;;"web Authenticate";—;framework;hors-périmètre
GET;/repositories/keywords/manage;keywords.manage;Closure;;"web Authenticate";—;framework;hors-périmètre
GET;/up;;Closure;;;—;framework;hors-périmètre
GET;/docs/asset/{asset};l5-swagger.default.asset;"L5Swagger\Http\Controllers\SwaggerAssetController";index;Config;—;framework;hors-périmètre
GET;/api/documentation;l5-swagger.default.api;"L5Swagger\Http\Controllers\SwaggerController";api;Config;—;framework;hors-périmètre
GET;/api/oauth2-callback;l5-swagger.default.oauth2_callback;"L5Swagger\Http\Controllers\SwaggerController";oauth2Callback;Config;—;framework;hors-périmètre
GET;/docs;l5-swagger.default.docs;"L5Swagger\Http\Controllers\SwaggerController";docs;Config;—;framework;hors-périmètre
GET;/_dusk/login/{userId}/{guard?};dusk.login;"Laravel\Dusk\Http\Controllers\UserController";login;web;—;framework;hors-périmètre
GET;/_dusk/logout/{guard?};dusk.logout;"Laravel\Dusk\Http\Controllers\UserController";logout;web;—;framework;hors-périmètre
GET;/_dusk/user/{guard?};dusk.user;"Laravel\Dusk\Http\Controllers\UserController";user;web;—;framework;hors-périmètre
GET;/sanctum/csrf-cookie;sanctum.csrf-cookie;"Laravel\Sanctum\Http\Controllers\CsrfCookieController";show;web;—;framework;hors-périmètre
POST;/_ignition/execute-solution;ignition.executeSolution;"Spatie\LaravelIgnition\Http\Controllers\ExecuteSolutionController";;RunnableSolutionsEnabled;—;framework;hors-périmètre
GET;/_ignition/health-check;ignition.healthCheck;"Spatie\LaravelIgnition\Http\Controllers\HealthCheckController";;RunnableSolutionsEnabled;—;framework;hors-périmètre
POST;/_ignition/update-config;ignition.updateConfig;"Spatie\LaravelIgnition\Http\Controllers\UpdateConfigController";;RunnableSolutionsEnabled;—;framework;hors-périmètre
